Contrasts	Context
v ʒ	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'a,e', 'i,e', 'ə,ɛ', 'a,ɛ', 'k,u', 'ə,i', 'u,e', 'ə,a', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,ø', 'ə,e', 'a,ɔ', 'e,ɛ', 'a,i', 'e,e', 'a,a']
b v	['ɔ,i', 'ə,u', 'i,ɛ', 'a,s', 'e,a', 'a,u', 'i,a', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,a', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'a,i', 'a,a']
d v	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'ə,i', 'u,e', 'i,d', 'e,i', 'ə,ø', 'ə,e', 'i,u', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e']
f v	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'i,ɛ', 'o,ɛ', 'ə,ə', 'e,a', 'i,a', 'e,ɔ', 'u,ɛ', 'i,e', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'e,i', 'ə,ø', 'i,ɔ', 'ə,ɔ', 'ə,e', 'a,ɔ', 'e,ɛ', 'a,i', 'a,a']
l v	['ɔ,i', 'i,i', 'u,ə', 'e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'u,e', 'ə,a', 'i,d', 'ɛ,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'a,i', 'ɛ,e', 'e,e', 'a,a']
p v	['ɔ,i', 'i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'u,ɛ', 'e,u', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'ə,i', 'u,e', 'ə,a', 'u,u', 'ɛ,a', 'e,i', 'ə,ø', 'ə,ɔ', 'a,ɔ', 'i,u', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u']
s v	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'u,e', 'ə,a', 'ɛ,a', 'e,i', 'ə,ø', 'i,ɔ', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u']
t v	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'o,ɛ', 'a,s', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'u,o', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'u,e', 'ə,a', 'i,d', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'i,u', 'e,ɛ', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e', 'ɛ,u']
ʁ v	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'a,o', 'ø,i', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'k,u', 'ə,i', 'u,e', 'ə,a', 'i,d', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u']
n v	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'i,ɛ', 'ə,ə', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'u,u', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'e,ɛ', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e', 'ɛ,u']
m v	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'e,a', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,i', 'ə,a', 'i,d', 'e,i', 'ə,ø', 'ə,ɔ', 'ə,e', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a']
ʒ v	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'a,e', 'i,e', 'ə,ɛ', 'a,ɛ', 'k,u', 'ə,i', 'u,e', 'ə,a', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,ø', 'ə,e', 'a,ɔ', 'e,ɛ', 'a,i', 'e,e', 'a,a']
l b	['ɔ,i', 'ɔ,t', 'i,ɛ', 'ə,ə', 'a,s', 'e,a', 'i,a', 'a,ə', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ɔ', 'ɔ,a', 'a,ɔ', 'a,i', 'a,a']
m b	['ɔ,i', 'ə,u', 'ɔ,t', 'i,ɛ', 'ɔ,s', 'ə,ə', 'a,s', 'e,a', 'a,u', 'i,a', 'a,ə', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'e,o', 'ə,ɔ', 'ə,e', 'ɔ,a', 'a,ɔ', 'a,i', 'a,a']
s b	['ɔ,i', 'ə,u', 'ɔ,t', 'e,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,ə', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'œ̃,i', 'a,ɔ', 'i,u', 'a,i', 'a,a']
ʁ b	['ɔ,i', 'ə,u', 'ɔ,t', 'ɔ,s', 'ə,ə', 'a,s', 'e,a', 'i,a', 'a,ə', 'ɔ,ʒ', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'e,o', 'ɔ,a', 'a,ɔ', 'a,i', 'a,a']
f b	['ɔ,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'e,u', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'a,ɔ', 'a,i', 'a,a']
d b	['ɔ,i', 'ə,u', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'a,i', 'a,a']
v b	['ɔ,i', 'ə,u', 'i,ɛ', 'a,s', 'e,a', 'a,u', 'i,a', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,a', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'a,i', 'a,a']
ʃ m	['i,ɛ', 'ɔ,d', 'ə,ə', 'i,a', 'œ̃,a', 'a,e', 'ɛ,i', 'ə,ɛ', 'o,a', 'a,ɛ', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'ɔ,a', 'ɛ,e', 'e,e', 'a,a']
e a	['z,v', 't,ɛ', 'd,t', 'p,s', 'z,k', 'v,ʒ', 's,d', 'k,s', 'ʃ,p', 'd,p', 'p,t', 'd,s', 't,ʒ', 'i,k', 'z,p', 'z,t', 's,a', 'ʃ,s', 'd,b', 'p,p', 't,d', 't,b', 'k,d', 'e,d', 'ʒ,k', 's,ɛ', 't,t', 'ʒ,v', 't,ʃ', 'i,s', 'ʒ,s', 's,t', 's,ʃ', 'k,k', 'v,d', 's,k', 't,s', 'i,t', 'e,k', 'ɛ,t', 'v,p', 'p,d', 's,p', 'b,s', 'd,d', 's,ʒ', 'e,p', 'i,d', 'ʃ,d', 'd,v', 'i,p', 't,k', 'z,d', 'ɛ,v', 'd,k', 'ʒ,p', 't,p', 'e,t', 's,v', 'v,s', 's,b', 'ʃ,k', 'a,t', 's,s']
ɛ ʁ	['t,ɛ', 't,e', 'v,e', 'v,a', 'ɔ,t', 'u,d', 'f,a', 't,œ̃', 'd,s', 'a,s', 't,i', 'u,s', 't,v', 't,o', 't,d', 't,b', 's,ɛ', 't,t', 'v,ɛ', 't,a', 'v,d', 'ɛ,d', 't,s', 'd,a', 'ɛ,t', 'd,d', 'i,d', 'a,k', 'e,a', 'i,p', 't,k', 'd,k', 'v,k', 't,p', 'e,ɛ', 'p,i', 'a,t', 'ɛ,s']
n j	['t,ɛ', 't,e', 'i,ɛ', 'i,a', 'a,e', 'ɛ,i', 'i,e', 'v,ɛ', 'ɛ,ɛ', 'd,a', 'a,ɛ', 'a,œ', 'ɛ,k', 'i,d', 'ɛ,a', 'i,ɔ', 't,ɔ', 'a,i', 'ɛ,e', 'a,a']
l ɡ	['ɛ,z', 'i,a', 'i,e', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
d z	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,e', 'a,a', 'o,e']
l z	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɡ,a', 'ɡ,i', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'i,p', 'e,i', 'i,ɔ', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'i,f']
n z	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'o,e', 'ø,k']
t z	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'o,o', 'i,a', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ø,ɛ', 'o,i', 'i,d', 'e,a', 'e,i', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'o,e']
z l	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɡ,a', 'ɡ,i', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'i,p', 'e,i', 'i,ɔ', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'i,f']
z n	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'o,e', 'ø,k']
z t	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'o,o', 'i,a', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ø,ɛ', 'o,i', 'i,d', 'e,a', 'e,i', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'o,e']
z ʁ	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɡ,a', 'ɡ,e', 'ɡ,i', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ɡ,ɛ', 'o,s', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,e', 'a,a']
ɲ l	['i,i', 'i,k', 'a,d', 'ɛ,d', 'i,d', 'a,i']
ɲ n	['i,i', 'ɛ,d', 'i,d', 'a,i']
ɲ t	['i,i', 'ɛ,d', 'i,d', 'a,i']
ɲ z	['i,i', 'i,d', 'a,i']
ɲ ʁ	['i,i', 'i,k', 'a,d', 'ɛ,d', 'i,d', 'a,i']
ʁ z	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɡ,a', 'ɡ,e', 'ɡ,i', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ɡ,ɛ', 'o,s', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,e', 'a,a']
k z	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'a,a', 'i,f']
m z	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'o,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ø,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,a', 'a,a']
s z	['i,i', 'i,ɛ', 'o,ɛ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ɛ,a', 'i,p', 'e,i', 'i,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'o,e', 'i,f']
z ʒ	['i,i', 'i,ɛ', 'o,ɛ', 'i,a', 'a,e', 'i,e', 'a,o', 'a,ɛ', 'ɛ,a', 'e,a', 'e,i', 'e,ɛ', 'a,i', 'a,a']
ʒ z	['i,i', 'i,ɛ', 'o,ɛ', 'i,a', 'a,e', 'i,e', 'a,o', 'a,ɛ', 'ɛ,a', 'e,a', 'e,i', 'e,ɛ', 'a,i', 'a,a']
f z	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ɛ,a', 'e,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'e,ɛ', 'a,i', 'a,a']
p z	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,a', 'a,a']
v z	['i,i', 'i,ɛ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'o,a', 'a,ɛ', 'o,i', 'i,d', 'e,a', 'e,i', 'ə,ɔ', 'e,ɛ', 'a,i', 'a,a', 'o,e']
z f	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ɛ,a', 'e,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'e,ɛ', 'a,i', 'a,a']
ɲ ʒ	['i,i', 'a,d', 'a,i']
ʃ f	['e,ɛ', 'u,ɛ', 'i,e', 'ə,ɛ', 'ə,o', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'e,a', 'e,i', 'a,a']
ʃ n	['i,ɛ', 'ɔ,s', 'ə,ə', 'e,a', 'i,a', 'a,e', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ɔ,a', 'ɛ,e', 'e,e', 'a,a']
ʃ ʒ	['a,e', 'e,u', 'i,e', 'ə,ɛ', 'a,ɛ', 'e,ə', 'u,e', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'e,e', 'a,a']
d k	['i,i', 'ə,u', 'i,ɛ', 'ɔ,d', 'ə,ə', 'ɛ,ɔ', 'a,s', 'e,a', 'a,u', 'i,a', 'a,ə', 'ø,ə', 'a,e', 'e,ɔ', 't,ə', 'e,u', 'ɛ,i', 'i,e', 'u,i', 's,ɛ', 'ø,i', 'o,ə', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'e,ə', 'ə,i', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 's,ə', 'ə,ɔ', 'ɛ,ə', 'œ̃,i', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'a,a', 'z,ə']
f k	['i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'e,ɔ', 's,a', 'i,e', 'u,i', 's,ɛ', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'ə,a', 'ɛ,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'i,ə', 'a,i', 'a,a', 's,ɔ']
l k	['i,i', 'ɔ,t', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'a,s', 'e,a', 'i,a', 'a,ə', 'a,e', 'i,k', 'e,ɔ', 'ɛ,p', 'u,ɛ', 's,a', 'a,d', 'ɛ,i', 'i,e', 'i,s', 'ə,ɛ', 'ə,œ', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'a,ɛ', 'ɛ,t', 'i,ʃ', 'o,i', 'e,ə', 'ə,i', 'ə,a', 'ɛ,k', 'i,d', 'ɔ,e', 'u,u', 'ɛ,a', 'e,i', 's,ə', 'ɛ,f', 'ə,ɔ', 'ɛ,ə', 'ɔ,a', 'a,ɔ', 'i,u', 'i,ə', 'e,ɛ', 'k,i', 'a,i', 'a,a', 'a,t', 'ɛ,u', 'ɛ,s', 'ɛ,œ̃', 'i,f']
s k	['i,i', 'ə,u', 'ɔ,t', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'ɛ,ɔ', 'e,a', 't,i', 'a,u', 'i,a', 'œ̃,a', 'a,ə', 'ø,ə', 'a,e', 'i,k', 'e,ɔ', 'ɛ,p', 'u,ɛ', 't,ə', 'e,u', 'a,d', 'ɛ,i', 'i,e', 'o,ə', 'ə,ɛ', 'ɛ,ɛ', 'ɛ,d', 'œ̃,ɔ', 'i,t', 'o,a', 'a,ɛ', 'ɛ,t', 'o,i', 'e,ə', 'ə,i', 'ə,a', 'ɛ,k', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 's,ə', 'i,ɔ', 'ə,ɔ', 'ɛ,ə', 'ɛ,v', 'a,ɔ', 'i,ə', 'k,i', 'a,i', 'a,a', 'a,t', 'ɛ,u', 'ɛ,s', 'i,f']
ʁ k	['i,i', 'ə,u', 'ɔ,t', 't,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ɔ,d', 'ɔ,s', 'ə,ə', 'ɛ,ɔ', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'i,k', 'e,ɔ', 'ɛ,p', 'u,ɛ', 't,ə', 's,a', 'e,u', 'a,d', 'ɛ,i', 'i,e', 'u,i', 's,ɛ', 'ø,i', 'o,ə', 'i,s', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'ɛ,d', 'œ̃,ɔ', 'i,t', 'o,a', 'a,ɛ', 'ɛ,t', 'v,i', 'o,i', 'e,ə', 'ə,i', 'a,œ̃', 'u,a', 'ə,a', 'ɛ,k', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 's,ə', 'ɛ,f', 'ə,ɔ', 'ɛ,ə', 'ɛ,v', 'ɔ,a', 'a,ɔ', 'a,ʒ', 'i,ə', 'k,i', 'ɛ,ʃ', 'a,i', 'a,a', 'a,t', 'ɛ,s', 'ɛ,œ̃']
z d	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,e', 'a,a', 'o,e']
ɲ d	['i,i', 'i,d', 'a,i']
z k	['i,i', 'i,ɛ', 'o,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'a,a', 'i,f']
z s	['i,i', 'i,ɛ', 'o,ɛ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ɛ,a', 'i,p', 'e,i', 'i,ɔ', 'a,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'a,a', 'o,e', 'i,f']
z v	['i,i', 'i,ɛ', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'o,a', 'a,ɛ', 'o,i', 'i,d', 'e,a', 'e,i', 'ə,ɔ', 'e,ɛ', 'a,i', 'a,a', 'o,e']
ɲ s	['i,i', 'i,k', 'ɛ,d', 'i,d', 'a,i']
k v	['i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ø,i', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,i', 'ə,a', 'i,d', 'ɛ,a', 'e,i', 'ə,ɔ', 's,u', 'a,ɔ', 'a,i', 'a,a', 'ɛ,u']
v k	['i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ø,i', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,i', 'ə,a', 'i,d', 'ɛ,a', 'e,i', 'ə,ɔ', 's,u', 'a,ɔ', 'a,i', 'a,a', 'ɛ,u']
ɲ k	['i,i', 'i,k', 'i,d', 'a,i']
ʃ k	['e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'i,a', 'œ̃,a', 'a,e', 'u,ɛ', 'e,u', 'i,e', 'ə,ɛ', 'o,a', 'a,ɛ', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,i', 'ɔ,a', 'a,a', 'a,t']
z m	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'o,ɔ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ø,ɛ', 'o,i', 'i,d', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,a', 'a,a']
z p	['i,i', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'e,ɔ', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,a', 'a,a']
d ɲ	['i,i', 'i,d', 'a,i']
l ɲ	['i,i', 'i,k', 'a,d', 'ɛ,d', 'i,d', 'a,i']
n ɲ	['i,i', 'ɛ,d', 'i,d', 'a,i']
s ɲ	['i,i', 'i,k', 'ɛ,d', 'i,d', 'a,i']
t ɲ	['i,i', 'ɛ,d', 'i,d', 'a,i']
z ɲ	['i,i', 'i,d', 'a,i']
ʁ ɲ	['i,i', 'i,k', 'a,d', 'ɛ,d', 'i,d', 'a,i']
ʒ ɲ	['i,i', 'a,d', 'a,i']
k ɲ	['i,i', 'i,k', 'i,d', 'a,i']
i ɛ	['d,t', 'p,s', 'p,k', 's,d', 'k,s', 'ʒ,d', 'f,t', 't,ɡ', 'd,p', 'p,t', 'd,s', 't,f', 't,ʒ', 't,v', 'z,t', 's,a', 'v,f', 't,d', 't,b', 'v,z', 'v,v', 'f,s', 's,ɛ', 't,t', 's,t', 'k,k', 'v,d', 's,k', 't,s', 'v,t', 'v,p', 'p,d', 's,p', 'd,d', 'd,v', 'f,k', 'f,d', 't,k', 'z,d', 'd,k', 'v,k', 't,p', 'd,z', 's,z', 'v,b', 'v,s', 'z,s', 's,b', 's,s']
j m	['t,ɛ', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'a,d', 'ɛ,i', 'a,o', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'u,a', 'ɛ,k', 'ɛ,a', 'i,ɔ', 't,ɔ', 'a,i', 'ɛ,e', 'a,a']
j s	['t,ɛ', 't,e', 'i,ɛ', 'i,a', 'a,e', 's,e', 'a,d', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'd,a', 'a,ɛ', 'a,œ', 'u,e', 'k,e', 'ɛ,k', 'i,d', 'ɛ,a', 'i,ɔ', 't,ɔ', 'k,ɛ', 'a,i', 'ɛ,e', 'a,a', 'a,t']
